,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
49756,2023-05-13,S003,P0017,Furniture,East,376,77,0,95.44,20,Cloudy,1,107.39,Spring,0,69
49763,2023-05-13,S004,P0004,Groceries,West,632,131,0,42.53,25,Rainy,1,49.6,Spring,0,115
49765,2023-05-13,S004,P0006,Groceries,West,121,121,337,42.12,5,Rainy,0,47.9,Spring,0,162
49772,2023-05-13,S004,P0013,Groceries,West,272,130,324,18.79,20,Rainy,1,16.0,Spring,0,124
49780,2023-05-13,S005,P0001,Groceries,North,187,115,249,9.92,20,Cloudy,1,11.52,Spring,0,108
49790,2023-05-13,S005,P0011,Electronics,North,245,104,530,77.97,10,Cloudy,0,94.16,Spring,0,118
49791,2023-05-13,S005,P0012,Furniture,North,169,83,356,144.27,0,Cloudy,0,132.84,Spring,0,91
49792,2023-05-13,S005,P0013,Groceries,North,342,122,361,65.3,15,Cloudy,1,72.5,Spring,0,108
49796,2023-05-13,S005,P0017,Toys,North,110,50,65,25.99,25,Cloudy,1,23.09,Spring,0,57
49801,2023-05-14,S001,P0002,Clothing,North,146,75,97,50.52,25,Rainy,1,57.74,Spring,0,105
49815,2023-05-14,S001,P0016,Groceries,North,353,56,0,24.38,25,Rainy,1,28.34,Spring,0,49
49821,2023-05-14,S002,P0002,Toys,South,256,101,0,30.48,25,Sunny,1,27.01,Spring,0,145
49822,2023-05-14,S002,P0003,Groceries,South,274,96,338,84.52,10,Sunny,0,81.35,Spring,0,129
49824,2023-05-14,S002,P0005,Electronics,South,302,211,750,102.77,20,Sunny,1,94.93,Spring,0,191
49827,2023-05-14,S002,P0008,Groceries,South,149,124,219,28.73,20,Sunny,1,25.89,Spring,0,196
49830,2023-05-14,S002,P0011,Groceries,South,188,140,528,115.7,0,Sunny,0,129.76,Spring,0,163
49835,2023-05-14,S002,P0016,Clothing,South,138,138,305,91.23,20,Sunny,1,77.92,Spring,0,162
49838,2023-05-14,S002,P0019,Clothing,South,372,71,440,96.95,0,Sunny,0,87.83,Spring,0,111
49839,2023-05-14,S002,P0020,Furniture,South,232,124,414,134.4,10,Sunny,1,162.5,Spring,0,117
49841,2023-05-14,S003,P0002,Groceries,East,875,114,0,60.31,15,Cloudy,1,68.53,Spring,0,177
49843,2023-05-14,S003,P0004,Groceries,East,331,83,0,19.49,20,Cloudy,1,17.44,Spring,0,98
49844,2023-05-14,S003,P0005,Toys,East,708,63,0,18.51,25,Cloudy,1,18.25,Spring,0,105
49847,2023-05-14,S003,P0008,Clothing,East,206,178,0,109.5,20,Cloudy,1,126.34,Spring,0,151
49848,2023-05-14,S003,P0009,Groceries,East,160,108,172,47.36,25,Cloudy,1,50.05,Spring,0,148
49850,2023-05-14,S003,P0011,Electronics,East,345,171,409,167.77,10,Cloudy,0,162.44,Spring,0,225
49852,2023-05-14,S003,P0013,Groceries,East,63,63,411,75.58,0,Cloudy,0,68.82,Spring,0,94
49855,2023-05-14,S003,P0016,Electronics,East,0,0,237,87.06,20,Cloudy,1,93.99,Spring,0,121
49857,2023-05-14,S003,P0018,Furniture,East,182,57,355,144.12,0,Cloudy,0,169.88,Spring,0,94
49860,2023-05-14,S004,P0001,Groceries,West,895,151,0,14.09,5,Cloudy,0,12.09,Spring,0,180
49861,2023-05-14,S004,P0002,Groceries,West,250,198,283,19.85,20,Cloudy,1,21.36,Spring,0,165
49863,2023-05-14,S004,P0004,Groceries,West,501,209,474,55.89,25,Cloudy,1,55.31,Spring,0,194
49867,2023-05-14,S004,P0008,Furniture,West,132,51,0,76.28,25,Cloudy,1,69.8,Spring,0,69
49869,2023-05-14,S004,P0010,Groceries,West,437,75,378,24.9,10,Cloudy,0,23.2,Spring,0,102
49870,2023-05-14,S004,P0011,Clothing,West,364,95,399,68.06,0,Cloudy,0,65.01,Spring,0,120
49872,2023-05-14,S004,P0013,Groceries,West,142,104,364,23.64,5,Cloudy,0,20.63,Spring,0,143
49879,2023-05-14,S004,P0020,Furniture,West,26,26,258,128.66,20,Cloudy,1,144.28,Spring,0,138
49881,2023-05-14,S005,P0002,Electronics,North,353,112,367,42.23,10,Rainy,1,46.55,Spring,0,134
49888,2023-05-14,S005,P0009,Groceries,North,225,64,0,74.79,25,Rainy,1,74.24,Spring,0,94
49889,2023-05-14,S005,P0010,Groceries,North,301,139,424,62.28,5,Rainy,0,73.76,Spring,0,127
49894,2023-05-14,S005,P0015,Groceries,North,186,146,382,45.15,25,Rainy,1,54.0,Spring,0,159
49895,2023-05-14,S005,P0016,Toys,North,269,115,335,34.49,10,Rainy,1,39.73,Spring,0,123
49904,2023-05-15,S001,P0005,Groceries,North,1015,183,0,64.82,10,Sunny,0,69.78,Spring,0,163
49911,2023-05-15,S001,P0012,Groceries,North,350,168,327,91.85,10,Sunny,0,78.28,Spring,0,150
49915,2023-05-15,S001,P0016,Groceries,North,297,115,416,44.89,0,Sunny,0,49.69,Spring,0,145
49919,2023-05-15,S001,P0020,Furniture,North,95,95,398,109.48,20,Sunny,1,96.77,Spring,0,100
49938,2023-05-15,S002,P0019,Clothing,South,301,99,0,76.08,25,Sunny,1,67.65,Spring,0,126
49939,2023-05-15,S002,P0020,Furniture,South,108,68,0,104.36,25,Sunny,1,119.79,Spring,0,95
49946,2023-05-15,S003,P0007,Groceries,East,578,140,477,17.07,10,Sunny,0,16.08,Spring,0,130
49953,2023-05-15,S003,P0014,Groceries,East,409,123,426,98.08,5,Sunny,0,110.21,Spring,0,124
49966,2023-05-15,S004,P0007,Groceries,West,524,144,596,29.9,5,Cloudy,0,31.98,Spring,0,127
49970,2023-05-15,S004,P0011,Clothing,West,269,180,528,71.49,0,Cloudy,0,75.95,Spring,0,155
49973,2023-05-15,S004,P0014,Furniture,West,169,73,0,184.31,0,Cloudy,0,206.1,Spring,0,102
49974,2023-05-15,S004,P0015,Furniture,West,118,118,380,115.42,0,Cloudy,0,101.84,Spring,0,111
49978,2023-05-15,S004,P0019,Clothing,West,160,159,124,51.23,25,Cloudy,1,55.31,Spring,0,137
49979,2023-05-15,S004,P0020,Furniture,West,100,100,0,114.71,25,Cloudy,1,97.76,Spring,0,105
49988,2023-05-15,S005,P0009,Groceries,North,161,104,391,109.29,5,Sunny,0,95.74,Spring,0,140
49991,2023-05-15,S005,P0012,Furniture,North,256,165,664,161.03,5,Sunny,0,144.55,Spring,0,143
49992,2023-05-15,S005,P0013,Groceries,North,70,70,509,90.69,10,Sunny,0,77.22,Spring,0,184
49995,2023-05-15,S005,P0016,Toys,North,154,144,535,40.53,10,Sunny,0,36.92,Spring,0,161
49998,2023-05-15,S005,P0019,Furniture,North,182,90,231,134.55,20,Sunny,1,119.06,Spring,0,115
49999,2023-05-15,S005,P0020,Toys,North,135,102,152,27.4,25,Sunny,1,26.86,Spring,0,132
50002,2023-05-16,S001,P0003,Clothing,North,623,108,743,61.91,15,Sunny,1,60.6,Spring,0,172
50004,2023-05-16,S001,P0005,Groceries,North,832,134,0,71.66,5,Sunny,0,67.84,Spring,0,161
50005,2023-05-16,S001,P0006,Toys,North,463,122,645,44.45,20,Sunny,1,43.21,Spring,0,180
50006,2023-05-16,S001,P0007,Groceries,North,692,168,716,31.41,10,Sunny,0,37.86,Spring,0,221
50009,2023-05-16,S001,P0010,Furniture,North,99,72,457,118.44,20,Sunny,1,133.3,Spring,0,118
50011,2023-05-16,S001,P0012,Groceries,North,182,182,388,91.84,25,Sunny,1,90.46,Spring,0,221
50013,2023-05-16,S001,P0014,Groceries,North,698,265,801,82.25,20,Sunny,1,93.19,Spring,0,222
50014,2023-05-16,S001,P0015,Toys,North,106,73,110,13.51,20,Sunny,1,15.96,Spring,0,110
50022,2023-05-16,S002,P0003,Groceries,South,69,69,545,82.0,20,Sunny,1,78.4,Spring,0,159
50026,2023-05-16,S002,P0007,Toys,South,331,73,422,27.63,10,Sunny,0,29.97,Spring,0,118
50029,2023-05-16,S002,P0010,Groceries,South,154,154,228,93.29,20,Sunny,1,102.87,Spring,0,193
50031,2023-05-16,S002,P0012,Electronics,South,127,127,902,84.5,10,Sunny,1,90.89,Spring,0,204
50033,2023-05-16,S002,P0014,Electronics,South,77,77,873,135.87,20,Sunny,1,125.15,Spring,0,183
50034,2023-05-16,S002,P0015,Clothing,South,440,195,700,83.58,10,Sunny,1,92.26,Spring,0,201
50039,2023-05-16,S002,P0020,Furniture,South,40,40,447,148.94,10,Sunny,0,148.0,Spring,0,134
50049,2023-05-16,S003,P0010,Groceries,East,167,150,277,51.05,10,Cloudy,1,59.73,Spring,0,234
50053,2023-05-16,S003,P0014,Groceries,East,286,137,0,95.83,25,Cloudy,1,108.79,Spring,0,202
50054,2023-05-16,S003,P0015,Groceries,East,627,101,0,89.62,20,Cloudy,1,105.9,Spring,0,141
50062,2023-05-16,S004,P0003,Furniture,West,251,106,293,130.17,20,Rainy,1,129.15,Spring,0,104
50065,2023-05-16,S004,P0006,Groceries,West,302,151,220,34.25,20,Rainy,1,33.33,Spring,0,132
50071,2023-05-16,S004,P0012,Electronics,West,108,108,104,93.46,25,Rainy,1,83.39,Spring,0,103
50073,2023-05-16,S004,P0014,Furniture,West,244,59,0,148.75,20,Rainy,1,145.54,Spring,0,89
50074,2023-05-16,S004,P0015,Furniture,West,256,91,0,77.4,25,Rainy,1,83.71,Spring,0,92
50080,2023-05-16,S005,P0001,Groceries,North,181,166,410,16.05,0,Sunny,0,13.93,Spring,0,179
50085,2023-05-16,S005,P0006,Groceries,North,577,114,557,59.45,10,Sunny,1,69.96,Spring,0,131
50086,2023-05-16,S005,P0007,Groceries,North,244,115,305,93.58,10,Sunny,0,90.0,Spring,0,159
50089,2023-05-16,S005,P0010,Groceries,North,109,109,580,78.65,10,Sunny,1,78.64,Spring,0,216
50091,2023-05-16,S005,P0012,Furniture,North,91,91,0,132.18,20,Sunny,1,130.14,Spring,0,134
50094,2023-05-16,S005,P0015,Groceries,North,382,92,0,39.0,25,Sunny,1,38.95,Spring,0,94
50096,2023-05-16,S005,P0017,Toys,North,183,183,222,58.05,0,Sunny,0,52.24,Spring,0,234
50098,2023-05-16,S005,P0019,Furniture,North,92,92,336,190.19,0,Sunny,0,161.77,Spring,0,157
50100,2023-05-17,S001,P0001,Electronics,North,89,83,0,56.98,20,Cloudy,1,66.96,Spring,0,93
50111,2023-05-17,S001,P0012,Groceries,North,327,111,0,74.81,20,Cloudy,1,81.73,Spring,0,137
50112,2023-05-17,S001,P0013,Toys,North,174,128,0,29.27,20,Cloudy,1,25.49,Spring,0,109
50116,2023-05-17,S001,P0017,Toys,North,113,113,182,24.9,20,Cloudy,1,24.45,Spring,0,185
50118,2023-05-17,S001,P0019,Furniture,North,125,125,98,102.92,20,Cloudy,1,120.55,Spring,0,114
50120,2023-05-17,S002,P0001,Groceries,South,389,153,409,88.27,10,Sunny,1,100.6,Spring,0,162
50127,2023-05-17,S002,P0008,Groceries,South,199,187,205,31.05,20,Sunny,1,28.25,Spring,0,228
50130,2023-05-17,S002,P0011,Groceries,South,663,230,700,129.38,10,Sunny,1,114.9,Spring,0,229
50136,2023-05-17,S002,P0017,Toys,South,514,132,538,20.0,25,Sunny,1,21.74,Spring,0,177
50138,2023-05-17,S002,P0019,Clothing,South,143,143,667,95.95,20,Sunny,1,87.93,Spring,0,186
50140,2023-05-17,S003,P0001,Toys,East,300,159,380,20.19,10,Sunny,1,19.93,Spring,0,175
50144,2023-05-17,S003,P0005,Toys,East,440,124,457,21.45,10,Sunny,0,23.66,Spring,0,110
50147,2023-05-17,S003,P0008,Clothing,East,360,103,0,84.32,25,Sunny,1,95.36,Spring,0,87
50150,2023-05-17,S003,P0011,Electronics,East,379,147,0,108.3,25,Sunny,1,102.12,Spring,0,128
50152,2023-05-17,S003,P0013,Groceries,East,196,185,695,75.66,20,Sunny,1,80.17,Spring,0,188
50154,2023-05-17,S003,P0015,Groceries,East,526,147,562,96.55,10,Sunny,0,108.21,Spring,0,126
50156,2023-05-17,S003,P0017,Furniture,East,155,155,622,150.21,10,Sunny,1,144.17,Spring,0,159
50157,2023-05-17,S003,P0018,Furniture,East,244,138,548,144.77,10,Sunny,1,158.59,Spring,0,129
50158,2023-05-17,S003,P0019,Groceries,East,124,123,218,52.87,25,Sunny,1,59.2,Spring,0,182
50160,2023-05-17,S004,P0001,Groceries,West,619,144,642,12.41,10,Sunny,1,10.78,Spring,0,152
50162,2023-05-17,S004,P0003,Furniture,West,145,145,466,178.75,0,Sunny,0,162.07,Spring,0,135
50167,2023-05-17,S004,P0008,Furniture,West,64,64,138,102.59,25,Sunny,1,97.25,Spring,0,163
50170,2023-05-17,S004,P0011,Clothing,West,14,14,0,62.4,20,Sunny,1,55.7,Spring,0,168
50172,2023-05-17,S004,P0013,Groceries,West,616,83,0,16.13,25,Sunny,1,19.25,Spring,0,112
50176,2023-05-17,S004,P0017,Clothing,West,108,108,169,87.53,25,Sunny,1,93.36,Spring,0,155
50177,2023-05-17,S004,P0018,Furniture,West,93,93,159,152.02,25,Sunny,1,183.11,Spring,0,145
50187,2023-05-17,S005,P0008,Groceries,North,172,165,126,56.13,25,Cloudy,1,63.72,Spring,0,156
50190,2023-05-17,S005,P0011,Electronics,North,530,123,537,66.49,25,Cloudy,1,77.15,Spring,0,126
50191,2023-05-17,S005,P0012,Furniture,North,356,75,0,97.65,25,Cloudy,1,110.36,Spring,0,76
50197,2023-05-17,S005,P0018,Clothing,North,86,60,68,15.28,25,Cloudy,1,17.94,Spring,0,76
50203,2023-05-18,S001,P0004,Electronics,North,341,100,0,93.19,25,Sunny,1,88.46,Spring,0,123
50204,2023-05-18,S001,P0005,Groceries,North,545,138,583,63.31,10,Sunny,0,57.13,Spring,0,137
50205,2023-05-18,S001,P0006,Toys,North,251,110,0,38.86,25,Sunny,1,44.2,Spring,0,173
50206,2023-05-18,S001,P0007,Groceries,North,436,216,0,27.64,20,Sunny,1,30.13,Spring,0,216
50209,2023-05-18,S001,P0010,Furniture,North,263,130,0,112.86,25,Sunny,1,135.25,Spring,0,123
50211,2023-05-18,S001,P0012,Groceries,North,604,146,0,82.3,25,Sunny,1,73.9,Spring,0,177
50213,2023-05-18,S001,P0014,Groceries,North,377,203,0,90.08,5,Sunny,0,84.06,Spring,0,170
50215,2023-05-18,S001,P0016,Groceries,North,416,140,470,41.09,5,Sunny,0,47.49,Spring,0,133
50219,2023-05-18,S001,P0020,Furniture,North,118,118,584,128.16,10,Sunny,1,144.64,Spring,0,129
50223,2023-05-18,S002,P0004,Groceries,South,466,149,403,48.88,10,Cloudy,1,46.83,Spring,0,165
50224,2023-05-18,S002,P0005,Electronics,South,1146,166,0,101.73,5,Cloudy,0,107.81,Spring,0,142
50229,2023-05-18,S002,P0010,Groceries,South,197,166,133,84.29,20,Cloudy,1,98.94,Spring,0,154
50231,2023-05-18,S002,P0012,Electronics,South,323,121,0,59.73,20,Cloudy,1,56.16,Spring,0,104
50232,2023-05-18,S002,P0013,Groceries,South,419,133,498,24.04,15,Cloudy,1,20.8,Spring,0,162
50237,2023-05-18,S002,P0018,Clothing,South,98,98,134,25.25,25,Cloudy,1,23.11,Spring,0,140
50243,2023-05-18,S003,P0004,Groceries,East,372,117,329,19.78,20,Rainy,1,21.86,Spring,0,119
50246,2023-05-18,S003,P0007,Groceries,East,235,75,0,12.31,25,Rainy,1,14.8,Spring,0,100
50251,2023-05-18,S003,P0012,Furniture,East,95,83,0,83.74,20,Rainy,1,76.9,Spring,0,76
50259,2023-05-18,S003,P0020,Clothing,East,333,89,257,58.26,20,Rainy,1,51.95,Spring,0,75
50263,2023-05-18,S004,P0004,Groceries,West,478,174,626,74.18,10,Cloudy,1,68.16,Spring,0,236
50265,2023-05-18,S004,P0006,Groceries,West,350,251,443,47.15,15,Cloudy,1,46.88,Spring,0,232
50269,2023-05-18,S004,P0010,Groceries,West,470,164,721,27.89,25,Cloudy,1,27.04,Spring,0,207
50272,2023-05-18,S004,P0013,Groceries,West,533,89,0,18.65,25,Cloudy,1,16.69,Spring,0,143
50273,2023-05-18,S004,P0014,Furniture,West,91,71,0,174.46,0,Cloudy,0,196.72,Spring,0,86
50277,2023-05-18,S004,P0018,Furniture,West,159,43,0,128.08,20,Cloudy,1,119.95,Spring,0,58
50278,2023-05-18,S004,P0019,Clothing,West,194,49,0,42.41,25,Cloudy,1,38.16,Spring,0,64
50285,2023-05-18,S005,P0006,Groceries,North,399,63,0,42.37,20,Sunny,1,48.76,Spring,0,65
50286,2023-05-18,S005,P0007,Groceries,North,377,133,0,78.79,20,Sunny,1,69.42,Spring,0,140
50288,2023-05-18,S005,P0009,Groceries,North,572,229,683,138.8,0,Sunny,0,121.5,Spring,0,212
50289,2023-05-18,S005,P0010,Groceries,North,257,162,0,62.44,20,Sunny,1,72.3,Spring,0,191
50291,2023-05-18,S005,P0012,Furniture,North,281,112,0,130.35,20,Sunny,1,126.26,Spring,0,129
50292,2023-05-18,S005,P0013,Groceries,North,554,157,0,70.98,20,Sunny,1,79.5,Spring,0,156
50297,2023-05-18,S005,P0018,Clothing,North,94,94,199,22.8,25,Sunny,1,26.89,Spring,0,214
50299,2023-05-18,S005,P0020,Toys,North,124,124,208,36.95,25,Sunny,1,33.35,Spring,0,249
50300,2023-05-19,S001,P0001,Electronics,North,177,85,241,59.33,25,Rainy,1,67.31,Spring,0,126
50304,2023-05-19,S001,P0005,Groceries,North,407,170,0,63.08,20,Rainy,1,57.78,Spring,0,178
50307,2023-05-19,S001,P0008,Electronics,North,79,55,75,34.14,20,Rainy,1,32.46,Spring,0,66
50308,2023-05-19,S001,P0009,Clothing,North,146,100,85,77.91,20,Rainy,1,67.93,Spring,0,106
50309,2023-05-19,S001,P0010,Furniture,North,133,62,0,98.91,25,Rainy,1,114.08,Spring,0,82
50311,2023-05-19,S001,P0012,Groceries,North,458,156,0,77.34,25,Rainy,1,76.55,Spring,0,154
50313,2023-05-19,S001,P0014,Groceries,North,975,107,0,76.93,15,Rainy,1,73.67,Spring,0,153
50320,2023-05-19,S002,P0001,Groceries,South,151,102,0,67.73,25,Rainy,1,65.09,Spring,0,116
50322,2023-05-19,S002,P0003,Groceries,South,638,89,0,77.28,20,Rainy,1,71.66,Spring,0,138
50324,2023-05-19,S002,P0005,Electronics,South,980,85,0,74.24,25,Rainy,1,69.53,Spring,0,100
50326,2023-05-19,S002,P0007,Toys,South,422,103,438,29.66,5,Rainy,0,32.52,Spring,0,123
50327,2023-05-19,S002,P0008,Groceries,South,134,97,99,19.12,25,Rainy,1,21.53,Spring,0,95
50329,2023-05-19,S002,P0010,Groceries,South,164,159,185,88.93,20,Rainy,1,75.99,Spring,0,155
50331,2023-05-19,S002,P0012,Electronics,South,202,151,0,65.21,25,Rainy,1,59.16,Spring,0,155
50333,2023-05-19,S002,P0014,Electronics,South,230,148,0,115.82,25,Rainy,1,106.03,Spring,0,148
50335,2023-05-19,S002,P0016,Clothing,South,241,151,325,92.16,10,Rainy,1,97.04,Spring,0,142
50336,2023-05-19,S002,P0017,Toys,South,305,122,0,17.99,20,Rainy,1,20.11,Spring,0,117
50340,2023-05-19,S003,P0001,Toys,East,454,96,0,14.98,20,Cloudy,1,13.93,Spring,0,112
50342,2023-05-19,S003,P0003,Electronics,East,98,90,72,67.14,25,Cloudy,1,57.41,Spring,0,80
50344,2023-05-19,S003,P0005,Toys,East,250,216,761,26.21,15,Cloudy,1,31.71,Spring,0,203
50347,2023-05-19,S003,P0008,Clothing,East,211,127,238,92.58,25,Cloudy,1,107.23,Spring,0,116
50349,2023-05-19,S003,P0010,Groceries,East,136,115,149,36.47,20,Cloudy,1,34.73,Spring,0,130
50351,2023-05-19,S003,P0012,Furniture,East,192,110,166,81.48,25,Cloudy,1,86.48,Spring,0,102
50353,2023-05-19,S003,P0014,Groceries,East,367,96,0,78.98,20,Cloudy,1,70.72,Spring,0,94
50355,2023-05-19,S003,P0016,Electronics,East,125,125,360,115.16,15,Cloudy,1,130.18,Spring,0,201
50359,2023-05-19,S003,P0020,Clothing,East,244,132,783,84.67,15,Cloudy,1,91.37,Spring,0,197
50360,2023-05-19,S004,P0001,Groceries,West,417,139,0,9.99,25,Cloudy,1,9.05,Spring,0,140
50364,2023-05-19,S004,P0005,Clothing,West,196,117,165,63.46,25,Cloudy,1,71.21,Spring,0,143
50367,2023-05-19,S004,P0008,Furniture,West,164,73,0,73.93,25,Cloudy,1,87.01,Spring,0,74
50368,2023-05-19,S004,P0009,Clothing,West,465,147,422,97.64,25,Cloudy,1,114.32,Spring,0,134
50370,2023-05-19,S004,P0011,Clothing,West,873,65,0,56.06,0,Cloudy,0,63.21,Spring,0,77
50371,2023-05-19,S004,P0012,Electronics,West,151,124,155,103.15,20,Cloudy,1,120.11,Spring,0,131
50372,2023-05-19,S004,P0013,Groceries,West,444,118,481,23.7,5,Cloudy,0,27.23,Spring,0,163
50379,2023-05-19,S004,P0020,Furniture,West,189,128,0,125.7,25,Cloudy,1,111.3,Spring,0,134
50380,2023-05-19,S005,P0001,Groceries,North,360,173,0,11.39,25,Rainy,1,11.06,Spring,0,159
50384,2023-05-19,S005,P0005,Groceries,North,384,123,0,14.61,25,Rainy,1,12.79,Spring,0,138
50387,2023-05-19,S005,P0008,Groceries,North,130,95,144,62.49,20,Rainy,1,59.27,Spring,0,153
50388,2023-05-19,S005,P0009,Groceries,North,343,119,0,90.0,25,Rainy,1,97.25,Spring,0,174
50389,2023-05-19,S005,P0010,Groceries,North,675,162,0,53.83,20,Rainy,1,58.14,Spring,0,136
50391,2023-05-19,S005,P0012,Furniture,North,833,70,0,111.3,20,Rainy,1,128.21,Spring,0,96
50395,2023-05-19,S005,P0016,Toys,North,648,142,0,36.69,20,Rainy,1,42.79,Spring,0,188
50402,2023-05-20,S001,P0003,Clothing,North,979,83,0,49.5,10,Cloudy,0,56.73,Spring,0,95
50405,2023-05-20,S001,P0006,Toys,North,727,124,0,38.63,25,Cloudy,1,33.73,Spring,0,152
50406,2023-05-20,S001,P0007,Groceries,North,879,95,0,27.08,0,Cloudy,0,23.75,Spring,0,109
50410,2023-05-20,S001,P0011,Furniture,North,209,96,238,151.06,20,Cloudy,1,165.15,Spring,0,120
50413,2023-05-20,S001,P0014,Groceries,North,868,97,0,63.39,15,Cloudy,1,62.54,Spring,0,90
50415,2023-05-20,S001,P0016,Groceries,North,188,188,594,49.5,10,Cloudy,1,49.14,Spring,0,203
50424,2023-05-20,S002,P0005,Electronics,South,895,94,0,90.53,0,Cloudy,0,98.65,Spring,0,88
50430,2023-05-20,S002,P0011,Groceries,South,937,133,0,80.5,25,Cloudy,1,74.69,Spring,0,119
50431,2023-05-20,S002,P0012,Electronics,South,953,31,0,56.89,0,Cloudy,0,65.68,Spring,0,43
50433,2023-05-20,S002,P0014,Electronics,South,955,147,0,124.07,20,Cloudy,1,107.11,Spring,0,149
50441,2023-05-20,S003,P0002,Groceries,East,381,107,458,48.85,25,Rainy,1,53.27,Spring,0,146
50453,2023-05-20,S003,P0014,Groceries,East,271,115,486,91.6,20,Rainy,1,80.08,Spring,0,142
50460,2023-05-20,S004,P0001,Groceries,West,278,221,0,15.63,0,Cloudy,0,13.31,Spring,0,200
50461,2023-05-20,S004,P0002,Groceries,West,127,127,525,26.66,15,Cloudy,1,25.68,Spring,0,240
50465,2023-05-20,S004,P0006,Groceries,West,451,101,0,28.37,20,Cloudy,1,31.52,Spring,0,89
50473,2023-05-20,S004,P0014,Furniture,West,60,60,0,139.13,20,Cloudy,1,147.48,Spring,0,85
50481,2023-05-20,S005,P0002,Electronics,North,110,41,0,28.4,25,Cloudy,1,25.85,Spring,0,55
50485,2023-05-20,S005,P0006,Groceries,North,847,103,0,57.71,20,Cloudy,1,69.13,Spring,0,162
50490,2023-05-20,S005,P0011,Electronics,North,171,144,0,76.3,20,Cloudy,1,80.86,Spring,0,151
50493,2023-05-20,S005,P0014,Furniture,North,351,183,518,182.88,20,Cloudy,1,157.24,Spring,0,161
50502,2023-05-21,S001,P0003,Clothing,North,896,162,0,63.62,0,Cloudy,0,76.38,Spring,0,142
50505,2023-05-21,S001,P0006,Toys,North,603,152,0,39.62,25,Cloudy,1,36.87,Spring,0,161
50506,2023-05-21,S001,P0007,Groceries,North,784,183,710,26.09,25,Cloudy,1,25.79,Spring,0,198
50511,2023-05-21,S001,P0012,Groceries,North,229,151,325,92.92,5,Cloudy,0,84.67,Spring,0,135
50512,2023-05-21,S001,P0013,Toys,North,158,150,169,33.67,20,Cloudy,1,29.67,Spring,0,156
50516,2023-05-21,S001,P0017,Toys,North,62,62,171,23.76,25,Cloudy,1,23.58,Spring,0,192
50520,2023-05-21,S002,P0001,Groceries,South,367,133,418,92.34,10,Sunny,1,80.86,Spring,0,159
50522,2023-05-21,S002,P0003,Groceries,South,442,136,515,90.27,10,Sunny,0,84.63,Spring,0,151
50526,2023-05-21,S002,P0007,Toys,South,205,109,0,24.72,25,Sunny,1,28.02,Spring,0,142
50531,2023-05-21,S002,P0012,Electronics,South,922,60,0,57.44,10,Sunny,0,67.58,Spring,0,73
50533,2023-05-21,S002,P0014,Electronics,South,808,101,0,101.7,25,Sunny,1,112.27,Spring,0,121
50536,2023-05-21,S002,P0017,Toys,South,640,175,0,20.29,20,Sunny,1,21.68,Spring,0,158
50538,2023-05-21,S002,P0019,Clothing,South,791,92,0,75.22,25,Sunny,1,67.14,Spring,0,122
50540,2023-05-21,S003,P0001,Toys,East,274,156,302,14.35,25,Sunny,1,15.35,Spring,0,136
50546,2023-05-21,S003,P0007,Groceries,East,436,83,585,16.25,15,Sunny,1,15.78,Spring,0,133
50547,2023-05-21,S003,P0008,Clothing,East,279,117,256,102.2,20,Sunny,1,93.5,Spring,0,110
50552,2023-05-21,S003,P0013,Groceries,East,835,195,0,80.62,15,Sunny,1,77.52,Spring,0,170
50555,2023-05-21,S003,P0016,Electronics,East,459,204,531,124.15,15,Sunny,1,142.76,Spring,0,232
50556,2023-05-21,S003,P0017,Furniture,East,715,76,0,110.72,20,Sunny,1,117.9,Spring,0,113
50557,2023-05-21,S003,P0018,Furniture,East,738,85,0,122.27,20,Sunny,1,136.52,Spring,0,112
50558,2023-05-21,S003,P0019,Groceries,East,186,89,147,51.32,20,Sunny,1,47.92,Spring,0,130
50560,2023-05-21,S004,P0001,Groceries,West,699,126,0,8.81,25,Cloudy,1,9.71,Spring,0,116
50566,2023-05-21,S004,P0007,Groceries,West,542,134,504,25.96,20,Cloudy,1,30.79,Spring,0,137
50567,2023-05-21,S004,P0008,Furniture,West,80,63,80,85.66,20,Cloudy,1,90.22,Spring,0,98
50572,2023-05-21,S004,P0013,Groceries,West,287,157,0,18.41,25,Cloudy,1,18.36,Spring,0,139
50573,2023-05-21,S004,P0014,Furniture,West,171,86,150,138.64,25,Cloudy,1,122.35,Spring,0,88
50575,2023-05-21,S004,P0016,Furniture,West,292,101,356,124.62,15,Cloudy,1,109.5,Spring,0,125
50578,2023-05-21,S004,P0019,Clothing,West,169,94,88,48.66,20,Cloudy,1,52.41,Spring,0,99
50580,2023-05-21,S005,P0001,Groceries,North,79,79,312,12.2,25,Cloudy,1,11.86,Spring,0,184
50581,2023-05-21,S005,P0002,Electronics,North,316,111,316,43.6,0,Cloudy,0,48.59,Spring,0,110
50585,2023-05-21,S005,P0006,Groceries,North,744,112,0,52.22,20,Cloudy,1,57.42,Spring,0,127
50589,2023-05-21,S005,P0010,Groceries,North,420,130,363,69.18,0,Cloudy,0,80.43,Spring,0,146
50592,2023-05-21,S005,P0013,Groceries,North,250,54,0,53.88,25,Cloudy,1,59.67,Spring,0,87
50595,2023-05-21,S005,P0016,Toys,North,378,118,312,36.94,10,Cloudy,1,34.29,Spring,0,129
